SDSS,RA,DEC,z,u,e_u,g,e_g,r,e_r,i,e_i,z_psf,e_z,A_u,logNH,F20cm,SN_F20cm,sep_FIRST,fR0,fR1,logX,SN_X,sep_X,J,e_J,H,e_H,K,e_K,sep_2MASS,M_i,D_gi,Morph,S,mode,utf,Tflag,Lz,Hz,fR,fX,fS,f*,fG,run,MJD_img,MJD_spec,plate,fiber,rerun,camcol,field,obj,Tflag_T,LzT,HzT,fRT,fXT,fST,f*T,fGT,u_PSF,e_u_PSF,g_PSF,e_g_PSF,r_PSF,e_r_PSF,i_PSF,e_i_PSF,z_PSF,e_z_PSF,72,73,74,75,76,77,g_minus_r,classification
103637.07+075005.9,159.154492,7.83499,3.0916,21.847,0.184,19.423,0.028,19.075,0.018,19.094,0.021,19.016,0.042,0.144,20.456,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.304,0.021,0,1,1,1,3,1,1,0,0,0,0,0,3015,52338,52734,1240,256,40,6,301,106,3,1,1,0,0,0,0,0,22.097,0.227,19.375,0.013,19.072,0.015,19.066,0.014,19.034,0.041,349255463000342528,,,,,,0.347999999999999,quasar
103638.14+124745.9,159.158952,12.796102,2.1557,19.081,0.025,18.974,0.034,18.927,0.024,18.711,0.026,18.497,0.031,0.124,20.509,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.872,0.111,0,1,1,1,1048579,1,1,0,0,1,0,0,3631,52667,53112,1748,198,40,2,284,16,1048579,1,1,0,0,1,0,0,19.081,0.025,18.974,0.034,18.927,0.024,18.711,0.026,18.497,0.031,492246374423724032,,,,,,0.0470000000000006,quasar
103638.39+484116.8,159.159985,48.688011,2.3613,19.108,0.038,18.624,0.024,18.572,0.021,18.594,0.026,18.391,0.03,0.054,20.14,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.167,0.027,0,1,1,1,1048578,1,0,0,0,1,0,0,2830,52263,52354,875,136,41,2,308,59,1048578,1,0,0,0,1,0,0,19.094,0.022,18.569,0.013,18.6,0.008,18.536,0.014,18.423,0.026,246515463910064128,,,,,,0.0519999999999996,quasar
103638.53+622437.3,159.160548,62.410362,1.7825,19.408,0.03,19.27,0.027,19.229,0.02,19.051,0.02,19.096,0.055,0.061,19.959,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.069,-0.022,0,1,1,1,1048578,1,0,0,0,1,0,0,1345,51639,52376,773,222,41,3,284,95,1048578,1,0,0,0,1,0,0,19.436,0.027,19.291,0.016,19.246,0.015,19.045,0.015,19.091,0.055,217805111135567872,,,,,,0.04100000000000037,quasar
103639.31+511750.6,159.163811,51.297415,2.2485,19.447,0.047,18.805,0.025,19.002,0.025,18.776,0.021,18.483,0.032,0.104,20.083,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.894,-0.026,0,1,1,1,0,0,0,0,0,0,0,0,3103,52365,52644,1009,100,40,2,51,68,1056771,1,1,0,0,1,1,0,19.399,0.033,18.804,0.009,19.0,0.013,18.772,0.017,18.465,0.038,284234356178812928,,,,,,-0.19699999999999918,quasar
103639.98+421524.4,159.166618,42.256796,2.0438,19.377,0.032,19.222,0.019,19.137,0.037,18.997,0.024,18.764,0.041,0.068,20.053,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.441,0.06,0,1,1,1,2,1,0,0,0,0,0,0,3813,52722,53033,1360,603,41,4,101,42,2,1,0,0,0,0,0,0,19.377,0.031,19.234,0.028,19.166,0.022,19.001,0.025,18.768,0.041,383033745856266240,,,,,,0.08500000000000085,quasar
103640.46+073903.7,159.168588,7.651053,3.3365,25.439,0.784,20.915,0.039,20.404,0.035,20.224,0.034,20.235,0.104,0.135,20.455,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.337,0.142,0,1,1,1,1,0,1,0,0,0,0,0,2986,52318,52643,1000,331,40,6,271,185,33554433,0,1,0,0,0,0,0,25.676,0.671,20.876,0.032,20.4,0.027,20.218,0.032,20.224,0.105,281701078062333952,,,,,,0.5109999999999992,non-quasar
103640.74+565125.9,159.169774,56.857222,1.2632,17.512,0.017,17.338,0.032,16.972,0.031,17.0,0.033,16.997,0.02,0.031,19.799,11.767,242.687,0.026,0,1,-9.0,0.0,0.0,16.154,0.096,15.392,0.11,15.032,0.121,0.026,-27.297,0.087,0,1,1,1,10,1,0,1,0,0,0,0,2987,52318,52411,947,80,40,2,60,61,1048587,1,1,1,0,1,0,0,17.61,0.014,17.364,0.016,16.936,0.02,16.961,0.023,17.038,0.012,266781906811486208,,,,,,0.36599999999999966,quasar
103641.63+383619.0,159.173467,38.605284,1.664,19.436,0.024,19.223,0.027,19.158,0.018,19.04,0.017,19.075,0.048,0.101,20.185,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.936,-0.063,0,1,1,1,1048578,1,0,0,0,1,0,0,3647,52671,53003,1432,255,41,1,133,65,1048578,1,0,0,0,1,0,0,19.444,0.024,19.22,0.029,19.16,0.019,19.042,0.016,19.068,0.047,403299813870796800,,,,,,0.06499999999999773,quasar
103642.20+400204.6,159.17586,40.034636,2.9611,23.256,0.438,20.345,0.027,19.852,0.021,19.405,0.021,19.13,0.037,0.059,20.155,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.864,0.725,0,1,1,1,33554433,0,1,0,0,0,0,0,3704,52705,53003,1432,477,40,5,172,180,33554433,0,1,0,0,0,0,0,23.256,0.438,20.345,0.027,19.852,0.021,19.405,0.021,19.13,0.037,403299814801932288,,,,,,0.49299999999999855,quasar
103642.82+090240.5,159.178448,9.044603,1.5435,19.541,0.034,19.295,0.024,19.23,0.018,19.042,0.023,19.007,0.049,0.139,20.486,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.773,-0.072,0,1,1,1,1048578,1,0,0,0,1,0,0,3031,52345,52734,1240,237,40,4,261,32,1048578,1,0,0,0,1,0,0,19.528,0.033,19.298,0.025,19.233,0.018,19.038,0.024,18.996,0.049,349255462920650752,,,,,,0.06500000000000128,quasar
103644.17+062024.6,159.184068,6.340174,0.8107,18.941,0.03,18.655,0.018,18.596,0.015,18.742,0.017,18.64,0.031,0.156,20.453,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.537,-0.089,0,1,1,1,2,1,0,0,0,0,0,0,2986,52318,52636,999,70,40,3,271,19,2,1,0,0,0,0,0,0,18.913,0.021,18.61,0.012,18.6,0.012,18.731,0.01,18.64,0.027,281419571926138880,,,,,,0.05900000000000105,quasar
103644.75+405305.9,159.18646,40.884981,1.9495,18.651,0.032,18.684,0.027,18.661,0.019,18.371,0.014,18.261,0.028,0.067,20.107,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.958,0.133,0,1,1,1,3,1,1,0,0,0,0,0,3818,52724,53033,1360,30,41,1,41,9,3,1,1,0,0,0,0,0,18.653,0.028,18.704,0.029,18.672,0.035,18.371,0.031,18.253,0.026,383033743452930048,,,,,,0.022999999999999687,quasar
103645.08+550032.4,159.187837,55.009021,1.9848,19.682,0.036,19.39,0.049,19.339,0.047,19.116,0.029,18.844,0.046,0.068,19.898,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.255,0.099,0,1,1,1,3,1,1,0,0,0,0,0,2863,52283,52643,905,574,40,4,211,23,3,1,1,0,0,0,0,0,19.658,0.038,19.411,0.01,19.437,0.038,19.125,0.02,18.851,0.043,254960956294037504,,,,,,0.05100000000000193,quasar
103645.15+370701.3,159.188148,37.117029,0.8102,17.111,0.014,16.933,0.017,16.926,0.018,17.087,0.013,17.045,0.018,0.074,20.212,0.0,0.0,0.0,0,0,-1.49,2.914,5.2,16.114,0.087,15.756,0.128,15.137,0.126,0.082,-26.157,-0.127,0,1,1,1,9444354,1,0,0,1,1,0,0,3900,52755,53446,2096,448,41,4,239,36,9444354,1,0,0,1,1,0,0,17.11,0.014,16.933,0.017,16.926,0.018,17.087,0.013,17.045,0.018,590201101886685184,,,,,,0.0070000000000014495,quasar
103645.27+104943.3,159.188651,10.828699,0.5348,19.079,0.032,18.83,0.027,18.912,0.025,18.78,0.026,18.815,0.046,0.154,20.49,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.487,-0.103,0,1,1,1,1048578,1,0,0,0,1,0,0,3836,52729,53090,1600,236,41,2,72,32,1048578,1,0,0,0,1,0,0,19.079,0.032,18.83,0.027,18.912,0.025,18.78,0.027,18.815,0.046,450587983540649984,,,,,,-0.08200000000000074,quasar
103646.38+344824.3,159.193259,34.806752,1.1187,19.118,0.023,18.951,0.036,18.696,0.016,18.739,0.024,18.68,0.043,0.091,20.246,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.292,-0.031,0,1,1,1,1048578,1,0,0,0,1,0,0,4392,53035,53446,2096,98,40,4,93,27,1048578,1,0,0,0,1,0,0,19.118,0.023,18.95,0.036,18.696,0.016,18.739,0.024,18.68,0.043,590201100418678784,,,,,,0.254999999999999,quasar
103646.92+482420.5,159.195502,48.405711,1.1181,18.966,0.033,18.849,0.013,18.558,0.023,18.54,0.023,18.556,0.034,0.062,20.152,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.478,0.077,0,1,1,1,1048578,1,0,0,0,1,0,0,2830,52263,52354,875,140,41,1,308,49,1048578,1,0,0,0,1,0,0,19.037,0.028,18.82,0.011,18.568,0.019,18.556,0.017,18.569,0.03,246515463926841344,,,,,,0.29100000000000037,quasar
103647.18+093252.4,159.196595,9.547907,2.9497,21.464,0.136,19.549,0.02,19.493,0.023,19.561,0.032,19.498,0.061,0.139,20.497,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.732,-0.245,0,1,1,1,33554433,0,1,0,0,0,0,0,3031,52345,52734,1240,468,40,5,261,180,33554433,0,1,0,0,0,0,0,21.465,0.135,19.553,0.02,19.495,0.018,19.553,0.031,19.48,0.059,349255463889534976,,,,,,0.05600000000000094,quasar
103647.58+552239.7,159.198286,55.377718,0.9022,17.96,0.017,17.809,0.023,17.703,0.017,17.808,0.017,17.706,0.02,0.039,19.851,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.563,0.153,15.979,0.227,15.813,0.261,0.33,-25.683,-0.034,0,1,1,1,1048578,1,0,0,0,1,0,0,2735,52233,52643,905,575,40,5,90,53,2,1,0,0,0,0,0,0,17.971,0.014,17.76,0.008,17.723,0.01,17.814,0.01,17.704,0.019,254960956298231808,,,,,,0.10600000000000165,quasar
103648.50+370307.5,159.202095,37.052103,1.5948,18.898,0.02,18.686,0.02,18.637,0.015,18.437,0.019,18.446,0.03,0.075,20.212,12.853,215.0,0.243,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.429,-0.03,0,1,1,1,3145738,1,0,1,0,1,0,0,4469,53052,53433,1998,299,40,3,313,9,3145738,1,0,1,0,1,0,0,18.898,0.02,18.686,0.02,18.637,0.015,18.437,0.019,18.446,0.03,562616497709514752,,,,,,0.04899999999999949,quasar
103649.64+404629.3,159.206851,40.774808,1.5151,19.143,0.026,18.954,0.028,18.822,0.026,18.584,0.019,18.665,0.03,0.067,20.114,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.158,0.069,0,1,1,1,2,1,0,0,0,0,0,0,3818,52724,53003,1432,373,41,1,40,101,2,1,0,0,0,0,0,0,19.15,0.026,18.965,0.021,18.789,0.055,18.579,0.028,18.673,0.03,403299814365724672,,,,,,0.13200000000000145,quasar
103651.66+065649.6,159.215276,6.947119,1.057,18.978,0.024,18.691,0.016,18.36,0.016,18.398,0.017,18.476,0.031,0.154,20.455,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.522,0.086,0,1,1,1,1048578,1,0,0,0,1,0,0,2986,52318,52643,1000,357,40,4,271,79,1048578,1,0,0,0,1,0,0,19.007,0.022,18.683,0.012,18.364,0.015,18.393,0.011,18.455,0.028,281701078171385856,,,,,,0.3309999999999995,quasar
103651.79+544610.5,159.215802,54.769591,1.68,19.571,0.035,19.389,0.025,19.31,0.025,19.043,0.02,19.115,0.053,0.057,19.924,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.937,0.091,0,1,1,1,3,1,1,0,0,0,0,0,2735,52233,52643,905,591,40,4,89,20,2,1,0,0,0,0,0,0,19.344,0.028,19.542,0.015,19.198,0.017,19.038,0.016,19.159,0.05,254960956365340672,,,,,,0.07900000000000063,quasar
103651.94+575950.9,159.216432,57.997474,0.5,19.464,0.03,19.039,0.018,18.771,0.018,18.591,0.018,18.47,0.036,0.033,19.799,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.957,0.194,16.054,0.195,15.399,0.18,0.308,-23.463,0.329,0,1,1,1,1048578,1,0,0,0,1,0,0,2243,52014,52428,948,385,40,5,248,36,1048578,1,0,0,0,1,0,0,19.486,0.026,19.042,0.016,18.814,0.016,18.588,0.014,18.462,0.028,267063456081903616,,,,,,0.2680000000000007,quasar
103652.79+402529.2,159.219973,40.424791,1.4121,18.663,0.043,18.229,0.025,18.007,0.013,17.987,0.019,17.963,0.025,0.069,20.137,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.59,-0.017,0,1,1,1,1048578,1,0,0,0,1,0,0,3704,52705,53033,1360,2,40,6,173,80,1048578,1,0,0,0,1,0,0,18.664,0.043,18.229,0.025,18.007,0.013,17.987,0.019,17.963,0.025,383033743335489536,,,,,,0.22199999999999775,quasar
103652.97+082347.0,159.220729,8.396401,1.9636,18.459,0.019,18.421,0.025,18.31,0.013,18.19,0.018,18.041,0.028,0.108,20.471,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.172,0.023,0,1,1,1,2,1,0,0,0,0,0,0,3518,52615,52734,1240,211,40,2,124,25,2,1,0,0,0,0,0,0,18.468,0.021,18.378,0.025,18.301,0.013,18.192,0.017,18.04,0.033,349255462811598848,,,,,,0.11100000000000065,quasar
103653.08+532117.0,159.221208,53.354727,1.3173,18.646,0.032,18.828,0.029,18.458,0.013,18.403,0.027,18.439,0.029,0.097,20.037,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.021,0.135,0,1,1,1,1048578,1,0,0,0,1,0,0,2821,52261,52644,1009,562,40,6,102,60,1048578,1,0,0,0,1,0,0,18.637,0.017,18.835,0.015,18.465,0.017,18.403,0.013,18.423,0.024,284234358116581376,,,,,,0.370000000000001,quasar
103653.11+124334.4,159.221329,12.726232,1.2752,18.605,0.022,18.453,0.033,18.303,0.024,18.333,0.026,18.317,0.029,0.124,20.505,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.024,-0.168,0,1,1,1,1048578,1,0,0,0,1,0,0,3631,52667,53112,1748,138,40,2,284,51,1048578,1,0,0,0,1,0,0,18.606,0.022,18.454,0.033,18.303,0.024,18.333,0.026,18.316,0.029,492246374172065792,,,,,,0.14999999999999858,quasar
103653.24+522204.2,159.221865,52.367858,0.6485,19.623,0.035,19.031,0.02,19.043,0.023,18.913,0.027,18.933,0.044,0.104,20.064,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.802,0.024,0,1,1,1,1048578,1,0,0,0,1,0,0,2821,52261,52644,1009,543,40,4,100,16,1048578,1,0,0,0,1,0,0,19.639,0.034,19.062,0.021,19.057,0.017,18.903,0.014,18.943,0.046,284234358036889600,,,,,,-0.012000000000000455,quasar
103653.24+490351.3,159.221866,49.064276,2.845,21.377,0.13,19.709,0.025,19.368,0.019,19.168,0.019,19.035,0.045,0.059,20.124,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.012,0.328,0,1,1,1,0,0,0,0,0,0,0,0,2883,52287,52354,875,189,40,2,90,106,33554433,0,1,0,0,0,0,0,21.462,0.14,19.674,0.019,19.37,0.014,19.161,0.015,19.051,0.041,246515464132362240,,,,,,0.3410000000000011,quasar
103654.01+104444.1,159.225066,10.74559,0.3212,19.476,0.04,19.15,0.028,18.886,0.025,18.844,0.027,18.359,0.036,0.146,20.49,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.191,0.017,0,1,1,1,1048579,1,1,0,0,1,0,0,3836,52729,53089,1599,37,41,2,72,106,1048579,1,1,0,0,1,0,0,19.476,0.04,19.149,0.028,18.885,0.025,18.844,0.027,18.359,0.036,450306503434305536,,,,,,0.26399999999999935,quasar
103654.11+451358.8,159.225495,45.233004,1.0613,19.473,0.028,19.17,0.073,18.89,0.016,18.99,0.022,19.086,0.053,0.094,20.097,0.0,0.0,0.0,0,0,-1.765,2.125,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.915,-0.007,0,1,1,1,135273474,1,0,0,1,1,0,0,3530,52621,52992,1431,410,42,5,268,20,135273474,1,0,0,1,1,0,0,19.473,0.027,19.172,0.072,18.892,0.016,18.988,0.021,19.087,0.053,403018292299563008,,,,,,0.28000000000000114,quasar
103656.52+474948.3,159.235534,47.830091,1.5038,19.331,0.028,19.238,0.038,19.075,0.017,18.877,0.018,18.988,0.035,0.094,20.179,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.859,0.068,0,1,1,1,2,1,0,0,0,0,0,0,2964,52313,52620,962,371,40,5,208,111,2,1,0,0,0,0,0,0,19.345,0.021,19.227,0.014,19.077,0.018,18.901,0.02,18.979,0.034,271004930330853376,,,,,,0.16300000000000026,quasar
103657.92+345738.7,159.241374,34.960754,0.2605,18.782,0.026,18.635,0.023,18.353,0.018,18.25,0.019,17.974,0.03,0.111,20.246,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.273,-0.012,1,1,1,1,2,1,0,0,0,0,0,0,4518,53082,53446,2096,145,40,4,203,26,2,1,0,0,0,0,0,0,18.782,0.026,18.635,0.023,18.352,0.018,18.249,0.019,17.974,0.03,590201100615811072,,,,,,0.28200000000000003,quasar
103658.04+492259.4,159.241842,49.383179,1.3286,18.902,0.027,18.768,0.02,18.515,0.015,18.598,0.02,18.556,0.034,0.062,20.107,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.832,-0.1,0,1,1,1,1048578,1,0,0,0,1,0,0,2883,52287,52354,875,198,40,3,91,53,1048578,1,0,0,0,1,0,0,18.872,0.019,18.758,0.016,18.55,0.009,18.616,0.016,18.565,0.03,246515464170110976,,,,,,0.2530000000000001,quasar
103659.71+090353.5,159.248797,9.064879,1.5454,18.404,0.026,18.185,0.027,18.047,0.017,17.853,0.015,17.951,0.024,0.136,20.486,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.964,0.012,0,1,1,1,2,1,0,0,0,0,0,0,3031,52345,52734,1240,479,40,4,262,17,2,1,0,0,0,0,0,0,18.393,0.023,18.19,0.02,18.051,0.018,17.854,0.018,17.955,0.024,349255463935672320,,,,,,0.13799999999999812,quasar
103700.59+451408.6,159.252485,45.235747,1.4926,19.273,0.025,19.031,0.073,19.114,0.017,18.984,0.022,19.163,0.056,0.094,20.097,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.734,-0.255,0,1,1,1,135273474,1,0,0,1,1,0,0,3530,52621,52992,1431,409,42,5,268,28,135273474,1,0,0,1,1,0,0,19.272,0.024,19.032,0.072,19.116,0.017,18.981,0.021,19.164,0.056,403018292295368704,,,,,,-0.08300000000000196,quasar
103700.84+382744.0,159.253529,38.462223,2.1149,19.068,0.022,18.801,0.017,18.751,0.014,18.594,0.017,18.406,0.032,0.103,20.188,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.936,0.054,0,1,1,1,1048579,1,1,0,0,1,0,0,3647,52671,53003,1432,216,41,1,134,3,1048579,1,1,0,0,1,0,0,19.069,0.019,18.812,0.015,18.751,0.015,18.601,0.016,18.407,0.03,403299813707218944,,,,,,0.04999999999999716,quasar
103701.77+110521.4,159.25741,11.089286,3.9129,23.693,1.038,21.328,0.054,19.876,0.031,19.719,0.03,19.705,0.097,0.154,20.486,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.195,0.185,0,1,1,1,1,0,1,0,0,0,0,0,3836,52729,53089,1599,639,41,3,72,142,1,0,1,0,0,0,0,0,23.693,1.038,21.328,0.054,19.876,0.031,19.719,0.03,19.706,0.098,450306505959276544,,,,,,1.4519999999999982,non-quasar
103702.37+440212.0,159.259878,44.036678,1.0271,18.371,0.02,18.148,0.023,17.989,0.027,18.032,0.025,17.939,0.028,0.048,20.068,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.776,-0.032,0,1,1,1,1048578,1,0,0,0,1,0,0,3530,52621,52992,1431,213,42,2,265,138,1048578,1,0,0,0,1,0,0,18.368,0.02,18.149,0.022,17.971,0.02,18.069,0.036,17.936,0.028,403018291473285120,,,,,,0.15899999999999892,quasar
103702.51+451748.8,159.260461,45.296909,4.0939,24.654,1.0,21.481,0.087,20.039,0.026,19.847,0.034,19.761,0.088,0.087,20.1,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.137,-0.121,0,1,1,1,1,0,1,0,0,0,0,0,3530,52621,52992,1431,405,42,5,268,218,1,0,1,0,0,0,0,0,24.585,1.004,21.48,0.087,20.041,0.026,19.842,0.034,19.762,0.088,403018292278591488,,,,,,1.4420000000000002,non-quasar
103702.69+425129.5,159.261243,42.858202,2.2358,19.63,0.032,19.102,0.026,18.965,0.025,18.824,0.016,18.635,0.034,0.074,20.057,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.821,0.219,0,1,1,1,2,1,0,0,0,0,0,0,3813,52722,53047,1361,332,41,5,103,24,1048578,1,0,0,0,1,0,0,19.607,0.036,19.11,0.028,18.969,0.025,18.822,0.016,18.61,0.036,383315279825862656,,,,,,0.13700000000000045,quasar
103703.46+341107.1,159.264453,34.185311,1.8621,19.437,0.036,19.329,0.029,19.348,0.02,19.118,0.021,19.087,0.043,0.087,20.248,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.113,-0.061,0,1,1,1,3,1,1,0,0,0,0,0,4518,53082,53436,1982,531,40,2,201,83,3,1,1,0,0,0,0,0,19.436,0.036,19.329,0.029,19.347,0.02,19.119,0.021,19.087,0.043,558112911940124672,,,,,,-0.01899999999999835,quasar
103705.22+463128.4,159.271789,46.52458,1.7254,19.196,0.026,18.985,0.02,19.006,0.022,18.763,0.018,18.858,0.032,0.106,20.14,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.299,-0.045,0,1,1,1,0,0,0,0,0,0,0,0,2964,52313,52615,961,37,40,2,206,36,3,1,1,0,0,0,0,0,19.221,0.029,18.985,0.021,19.07,0.032,18.807,0.019,18.879,0.031,270723432478408704,,,,,,-0.021000000000000796,quasar
103706.20+094841.6,159.275844,9.811579,1.4317,19.047,0.02,18.897,0.026,18.792,0.022,18.668,0.019,18.66,0.04,0.145,20.498,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.972,-0.072,0,1,1,1,2,1,0,0,0,0,0,0,3518,52615,52734,1240,368,40,5,125,10,2,1,0,0,0,0,0,0,18.98,0.025,18.895,0.03,18.8,0.019,18.668,0.019,18.657,0.04,349255463470104576,,,,,,0.10499999999999687,quasar
103709.20+104718.7,159.288341,10.788535,1.8058,17.951,0.023,17.992,0.027,17.925,0.023,17.545,0.024,17.481,0.026,0.135,20.489,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.464,0.134,15.992,0.197,15.556,0.264,0.4,-27.635,0.167,0,1,1,1,1048579,1,1,0,0,1,0,0,3836,52729,53090,1600,230,41,2,72,56,1048579,1,1,0,0,1,0,0,17.95,0.023,17.991,0.027,17.924,0.023,17.545,0.024,17.482,0.026,450587983515484160,,,,,,0.06700000000000017,quasar
103710.44+343935.7,159.293534,34.659938,2.3779,19.536,0.03,18.842,0.036,18.86,0.016,18.86,0.025,18.699,0.042,0.095,20.248,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.933,-0.028,0,1,1,1,2,1,0,0,0,0,0,0,4392,53035,53446,2096,82,40,4,93,61,2,1,0,0,0,0,0,0,19.536,0.03,18.842,0.036,18.86,0.016,18.86,0.025,18.699,0.042,590201100351569920,,,,,,-0.018000000000000682,quasar
103711.04+313433.5,159.296038,31.575998,4.8859,24.287,1.119,24.796,0.482,20.779,0.04,19.525,0.032,19.409,0.061,0.097,20.267,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.838,0.721,0,1,1,1,1,0,1,0,0,0,0,0,4576,53111,53430,2019,265,40,2,303,249,1,0,1,0,0,0,0,0,24.287,1.119,24.796,0.482,20.779,0.04,19.526,0.032,19.409,0.061,568527459192930304,,,,,,4.0169999999999995,non-quasar
103712.15+470703.4,159.300651,47.117614,1.514,18.591,0.022,18.369,0.024,18.226,0.023,18.048,0.018,18.129,0.032,0.09,20.158,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.702,0.013,0,1,1,1,1048578,1,0,0,0,1,0,0,3059,52354,52620,962,237,42,4,38,56,1048579,1,1,0,0,1,0,0,18.543,0.019,18.343,0.01,18.261,0.008,18.036,0.009,18.134,0.029,271004929768816640,,,,,,0.14300000000000068,quasar
